"date","home.team","home.score","away.team","away.score","venue","home.adv","away.adv","surface"
2012-08-26,"NSC Impact B00",0,"Tynecastle FC Outliers B00",4,"Sky River Cup","neutral","neutral","Grass"
2012-08-26,"Tynecastle FC Outliers B00",6,"NSC Dynamo B00",1,"Sky River Cup","neutral","neutral","Grass"
2012-08-26,"Lake Hills Fury B00",3,"TUSK Vipers B00",5,"Starfire Extreme Cup","neutral","neutral","Grass"
2012-08-26,"Newport FC Cosmos B00",1,"Nortac Cosmos B00",5,"Starfire Extreme Cup","neutral","neutral","Grass"
2012-08-26,"TUSK Vipers B00",3,"Nortac Cosmos B00",6,"Starfire Extreme Cup","neutral","neutral","Grass"
2012-08-26,"Pacific FC Orange B00",0,"Timber Barons B00",3,"VUSA Summer Slam","neutral","neutral","Unk"
2012-08-26,"WSA Barcelona B00",0,"WAFC Barca B00",4,"VUSA Summer Slam","neutral","neutral","Unk"
2012-09-01,"BIFC Blue B00",1,"Normandy Park FC White B00",7,"Starfire Labor Day Cup","neutral","neutral","Grass"
2012-09-01,"Eastside FC Blue B00",3,"Tynecastle FC B00",4,"Starfire Labor Day Cup","neutral","neutral","Grass"
2012-09-01,"Sun City Strikers Red B00",0,"Eastside FC White B00",4,"Starfire Labor Day Cup","neutral","neutral","Grass"
2012-09-01,"Westsound FC Red B00",2,"Central WA SA Navy B00",6,"Starfire Labor Day Cup","neutral","neutral","Grass"
2012-09-02,"Fuerza FC Academy B00",0,"Islander FC B00",3,"Skagit Labor Day Kick","neutral","neutral","Grass"
2012-09-02,"NW United Martin B00",1,"NWN Red B00",6,"Skagit Labor Day Kick","neutral","neutral","Grass"
2012-09-02,"NW United Martin B00",4,"Islander FC B00",1,"Skagit Labor Day Kick","neutral","neutral","Grass"
2012-09-02,"NWN Red B00",10,"Fuerza FC Academy B00",0,"Skagit Labor Day Kick","neutral","neutral","Grass"
2012-09-02,"Central WA SA Navy B00",4,"Eastside FC Blue B00",2,"Starfire Labor Day Cup","neutral","neutral","Grass"
2012-09-02,"Eastside FC White B00",3,"BIFC Blue B00",0,"Starfire Labor Day Cup","neutral","neutral","Grass"
2012-09-02,"Normandy Park FC White B00",5,"Sun City Strikers Red B00",0,"Starfire Labor Day Cup","neutral","neutral","Grass"
2012-09-02,"Tynecastle FC B00",2,"Westsound FC Red B00",2,"Starfire Labor Day Cup","neutral","neutral","Grass"
2012-09-03,"Fuerza FC Academy B00",0,"NW United Martin B00",4,"Skagit Labor Day Kick","neutral","neutral","Grass"
2012-09-03,"Islander FC B00",1,"NWN Red B00",7,"Skagit Labor Day Kick","neutral","neutral","Grass"
2012-09-03,"NWN Red B00",1,"NW United Martin B00",0,"Skagit Labor Day Kick","neutral","neutral","Grass"
2012-09-03,"BIFC Blue B00",3,"Sun City Strikers Red B00",0,"Starfire Labor Day Cup","neutral","neutral","Grass"
2012-09-03,"Central WA SA Navy B00",4,"Normandy Park FC White B00",2,"Starfire Labor Day Cup","neutral","neutral","Grass"
2012-09-03,"Eastside FC Blue B00",3,"Westsound FC Red B00",3,"Starfire Labor Day Cup","neutral","neutral","Grass"
2012-09-03,"Normandy Park FC White B00",4,"Eastside FC White B00",1,"Starfire Labor Day Cup","neutral","neutral","Grass"
2012-09-03,"Tynecastle FC B00",4,"Central WA SA Navy B00",4,"Starfire Labor Day Cup","neutral","neutral","Grass"
2012-09-07,"Sandpoint Strikers B00",5,"Sting SC Ajax B00",0,"Pend Oreille Cup","neutral","neutral","Grass"
2012-09-08,"Westside Timbers Copa B00",7,"Southside SC Azzuri B00",1,"OPL NPL","home","away","Unk"
2012-09-08,"WAFC Real Madrid B00",2,"FC Portland Navy B00",8,"OPL NPL","home","away","Grass"
2012-09-08,"Vancouver Timbers Red B00",3,"BSC Portland Black B00",1,"OPL NPL","home","away","Grass"
2012-09-08,"WAFC Juventus B00",0,"Eastside Timbers Red B00",1,"OPL NPL","home","away","Grass"
2012-09-08,"OSA Thunder B00",1,"PCU Red B00",1,"OPL 1st Div","home","away","Unk"
2012-09-08,"Lake Oswego SC Cyclones B00",2,"Corvallis United Reign B00",2,"OPL 1st Div","home","away","Unk"
2012-09-08,"Westside Timbers Samba B00",1,"EMFC Rovers Blue B00",2,"OPL 1st Div","home","away","Unk"
2012-09-08,"Columbia River Utd Man U B00",6,"WSA Rangers B00",0,"OPL 1st Div","home","away","Unk"
2012-09-08,"Westside Timbers Mundial B00",0,"HSC Lokomotiv B00",1,"OPL 2nd Div","home","away","Unk"
2012-09-08,"CFC United B00",3,"Eastside Timbers Black B00",1,"OPL 2nd Div","home","away","Grass"
2012-09-08,"FC Salmon Creek Juventus B00",2,"FC West Halcones B00",7,"OPL 2nd Div","home","away","Grass"
2012-09-08,"NEU Napoli B00",0,"PCU Black B00",2,"OPL 3rd Div","home","away","Turf"
2012-09-08,"BSC Portland White B00",2,"EMFC Rovers White B00",1,"OPL 3rd Div","home","away","Turf"
2012-09-08,"RPSC Halcones B00",3,"WAFC Aztecas B00",3,"OPL 3rd Div","home","away","Unk"
2012-09-08,"Pacific FC Orange B00",5,"PCU White B00",0,"OPL 4th Div","home","away","Grass"
2012-09-08,"HSC Richocet B00",0,"CUSC Thunder B00",1,"OPL 4th Div","home","away","Unk"
2012-09-08,"Oregon City Legacy B00",0,"OSA Lightning B00",4,"OPL 4th Div","home","away","Unk"
2012-09-08,"Nortac Cosmos B00",6,"WS Tecos B00",2,"D3 Gold","home","away","Unk"
2012-09-08,"SCORE Eagles Red B00",0,"Nortac Colibri B00",5,"D3 Gold","home","away","Unk"
2012-09-08,"Storm King B00",4,"UPSC Eagles B00",2,"D3 Gold","home","away","Unk"
2012-09-08,"WS Panthers B00",3,"TUSK Vipers B00",3,"D3 S1","home","away","Unk"
2012-09-08,"Tacoma United Milan B00",2,"Sparta Red B00",2,"D3 S1","home","away","Unk"
2012-09-08,"SK Eagles White B00",3,"TC United B00",1,"D3 S1","home","away","Unk"
2012-09-08,"Kent United White B00",5,"FWFC Sharks B00",0,"D3 S1","home","away","Unk"
2012-09-08,"FWFC Kempton B00",2,"Impact FC Black B00",0,"D3 S2","home","away","Unk"
2012-09-08,"PSC Wolverines B00",3,"FME Xtreme B00",3,"D3 S2","home","away","Unk"
2012-09-08,"Sparta White B00",0,"UPSC Lightning B00",1,"D3 S2","home","away","Unk"
2012-09-08,"BIFC White B00",3,"FC Kent Black B00",0,"D3 S3","home","away","Unk"
2012-09-08,"SGESC Fusion Raptors B00",4,"FWFC Thunder B00",2,"D3 S3","home","away","Unk"
2012-09-08,"FWFC Houston B00",2,"WH Team Grantham B00",1,"D3 S3","home","away","Unk"
2012-09-08,"SSC Shadow United Rojas B00",2,"Sabers Lawton B00",0,"D6 Adidas","home","away","Unk"
2012-09-08,"Sabers Rau B00",7,"SVFC United Crump B00",0,"D6 Reebok","home","away","Unk"
2012-09-08,"Columbia Basin YS Crushers B00",1,"Pullman Pumas Konkel B00",10,"D6 Reebok","home","away","Unk"
2012-09-08,"VYSA Kirk B00",4,"3 Rivers Killoy B00",0,"D6 Umbro","home","away","Unk"
2012-09-08,"KVJSA Ellensburg FC B00",1,"RSA Elite Diamondbacks B00",4,"PSPL Classic","home","away","Grass"
2012-09-08,"Wenatchee Fire Black B00",2,"Desna SC B00",1,"PSPL Classic","home","away","Grass"
2012-09-08,"San Carlos Chivas B00",6,"ISC Gunners B B00",3,"PSPL Classic","home","away","Grass"
2012-09-08,"Pumas (Mossyrock) B00",1,"Tynecastle FC B00",2,"PSPL Classic","home","away","Grass"
2012-09-08,"MRFC Blue B00",1,"MVP Rapids Navy B00",1,"PSPL Copa","home","away","Turf"
2012-09-08,"Silver FC B00",1,"Islander FC B00",7,"PSPL Copa","home","away","Unk"
2012-09-08,"Spokane Pumas Black B00",1,"Spokane Scotties Manthei B00",0,"PSPL In-Copa","home","away","Grass"
2012-09-08,"CB United B00",4,"ASE Stephanson B00",0,"PSPL In-Copa","home","away","Grass"
2012-09-08,"Cascade FC Green B00",2,"NW United Martin B00",0,"PSPL WSPL","home","away","Unk"
2012-09-08,"Central WA SA Navy B00",4,"Cobra Aguilitas B00",1,"PSPL WSPL","home","away","Unk"
2012-09-08,"Tynecastle FC Outliers B00",0,"ISC Gunners A B00",4,"PSPL WSPL","home","away","Turf"
2012-09-08,"PacNW Maroon B00",7,"Snohomish United Black B00",0,"RCL D2","home","away","Turf"
2012-09-08,"Eastside FC Blue B00",1,"FC Alliance B B00",0,"RCL D3","home","away","Turf"
2012-09-08,"3 Rivers Black B00",6,"FWFC Blue B00",0,"RCL D3","home","away","Grass"
2012-09-08,"Sun City Strikers Red B00",1,"Seattle United Samba B00",7,"RCL D3","home","away","Grass"
2012-09-08,"Harbor Premier Select B00",0,"Whatcom Rangers Gold B00",1,"RCL D3","home","away","Turf"
2012-09-08,"WA Rush Swoosh B00",3,"Snohomish United Red B00",1,"RCL D4","home","away","Grass"
2012-09-08,"Eastside FC Grey B00",1,"FC Alliance C B00",1,"RCL D4","home","away","Turf"
2012-09-08,"Slammers Orange B00",0,"Blackhills FC Black B00",3,"RCL D4","home","away","Turf"
2012-09-08,"WPFC Fury Black B00",0,"Seattle United S Black B00",2,"NPSL D1","home","away","Unk"
2012-09-08,"Seattle United S Blue B00",0,"Kent United Green B00",7,"NPSL D1","home","away","Unk"
2012-09-08,"Crossfire Select Greenwalt B00",2,"Crossfire Select Merrick B00",0,"NPSL D1","home","away","Unk"
2012-09-08,"Mercer Island FC Gunners B00",0,"BIFC Blue B00",7,"NPSL D1","home","away","Unk"
2012-09-08,"ISC Arsenal Red B00",1,"Seattle United NE Blue B00",5,"NPSL D2","home","away","Unk"
2012-09-08,"Seattle United W Blue B00",1,"FC Edmonds Fury B00",0,"NPSL D2","home","away","Unk"
2012-09-08,"Seattle United Shoreline Blue B00",8,"Highline Select B00",2,"NPSL D2","home","away","Unk"
2012-09-08,"NSC Dynamo B00",1,"Lake Hills Fury B00",1,"NPSL D2","home","away","Unk"
2012-09-08,"Newport FC Cosmos B00",2,"Crossfire Select Button B00",2,"NPSL D2","home","away","Unk"
2012-09-08,"Pacific FC Blue B00",1,"Silverton SA Chelsea B00",3,"PML Blue","home","away","Unk"
2012-09-08,"NWSSA FC Beavers B00",6,"Timber Barons B00",2,"PML Blue","home","away","Unk"
2012-09-08,"Vancouver Timbers Rojo B00",0,"NWSSA FC Barcelona B00",5,"PML Blue","home","away","Unk"
2012-09-08,"OHSC Firestorm B00",0,"WSA Barcelona B00",6,"PML Red","home","away","Unk"
2012-09-08,"Sherwood Strikers B00",0,"LCYSA Timbers B00",1,"PML Red","home","away","Unk"
2012-09-08,"Sting SC Manchester B00",4,"Breakers Owen B00",3,"Pend Oreille Cup","neutral","neutral","Grass"
2012-09-08,"KSYSA Warriors Fogal 2001B",4,"Missoula Strikers B00",0,"Pend Oreille Cup","neutral","neutral","Grass"
2012-09-08,"Idaho Thunder B00",5,"Nelson United Selects 2001B",0,"Pend Oreille Cup","neutral","neutral","Grass"
2012-09-08,"Sandpoint Strikers B00",1,"Missoula Strikers B00",2,"Pend Oreille Cup","neutral","neutral","Grass"
2012-09-08,"KSYSA Warriors Fogal 2001B",2,"Sting SC Ajax B00",1,"Pend Oreille Cup","neutral","neutral","Grass"
2012-09-08,"Nelson United Selects 2001B",1,"Sting SC Manchester B00",6,"Pend Oreille Cup","neutral","neutral","Grass"
2012-09-08,"Idaho Thunder B00",1,"Breakers Owen B00",5,"Pend Oreille Cup","neutral","neutral","Grass"
2012-09-09,"FC Portland Navy B00",6,"Westside Timbers Copa B00",0,"OPL NPL","home","away","Turf"
2012-09-09,"WAFC Juventus B00",3,"BSC Portland Black B00",1,"OPL NPL","home","away","Grass"
2012-09-09,"Southside SC Azzuri B00",1,"WAFC Real Madrid B00",5,"OPL NPL","home","away","Turf"
2012-09-09,"Eastside Timbers Red B00",2,"Vancouver Timbers Red B00",2,"OPL NPL","home","away","Unk"
2012-09-09,"WAFC Barca B00",1,"PCU Red B00",3,"OPL 1st Div","home","away","Grass"
2012-09-09,"EMFC Rovers Blue B00",1,"WSA Rangers B00",2,"OPL 1st Div","home","away","Unk"
2012-09-09,"Westside Timbers Samba B00",2,"United SA Panthers B00",4,"OPL 1st Div","home","away","Unk"
2012-09-09,"Columbia River Utd Man U B00",1,"Lake Oswego SC Cyclones B00",1,"OPL 1st Div","home","away","Unk"
2012-09-09,"OSA Thunder B00",0,"Corvallis United Reign B00",3,"OPL 1st Div","home","away","Unk"
2012-09-09,"FC West Halcones B00",3,"Westside Timbers Copa TS B00",1,"OPL 2nd Div","home","away","Turf"
2012-09-09,"Aloha United Rangers B00",0,"CFC United B00",6,"OPL 2nd Div","home","away","Unk"
2012-09-09,"WUSC Boca Jrs. B00",3,"Westside Timbers Mundial B00",3,"OPL 2nd Div","home","away","Unk"
2012-09-09,"NEU Napoli B00",0,"RPSC Halcones B00",9,"OPL 3rd Div","home","away","Turf"
2012-09-09,"PCU Black B00",0,"WAFC Aztecas B00",0,"OPL 3rd Div","home","away","Unk"
2012-09-09,"FC Portland White B00",1,"BSC Portland White B00",0,"OPL 3rd Div","home","away","Turf"
2012-09-09,"PCU White B00",1,"FC West Vikings B00",6,"OPL 4th Div","home","away","Unk"
2012-09-09,"Oregon City Legacy B00",0,"Pacific FC Orange B00",1,"OPL 4th Div","home","away","Turf"
2012-09-09,"KVJSA Ellensburg FC B00",1,"Desna SC B00",2,"PSPL Classic","home","away","Grass"
2012-09-09,"ISC Gunners C B00",3,"Fuerza FC Academy B00",0,"PSPL Copa","home","away","Grass"
2012-09-09,"Normandy Park FC White B00",0,"ISC Gunners A B00",3,"PSPL WSPL","home","away","Grass"
2012-09-09,"NWN Red B00",1,"WPFC White B00",3,"RCL D2","home","away","Grass"
2012-09-09,"Eastside FC White B00",0,"Seattle United Tango B00",0,"RCL D2","home","away","Turf"
2012-09-09,"Highline Premier Blue B00",4,"Westsound FC Red B00",0,"RCL D2","home","away","Turf"
2012-09-09,"Whatcom Rangers Gold B00",0,"Eastside FC Blue B00",1,"RCL D3","home","away","Grass"
2012-09-09,"Harbor Premier Select B00",0,"FWFC Blue B00",2,"RCL D3","home","away","Turf"
2012-09-09,"WA Rush Swoosh B00",1,"WPFC Navy B00",3,"RCL D4","home","away","Grass"
2012-09-09,"NWSSA FC Barcelona B00",4,"Silverton SA Chelsea B00",1,"PML Blue","home","away","Unk"
2012-09-09,"Vancouver Timbers Rojo B00",0,"NWSSA FC Beavers B00",2,"PML Blue","home","away","Unk"
2012-09-09,"OHSC Firestorm B00",1,"ODR Mud Dogs B00",5,"PML Red","home","away","Unk"
2012-09-09,"MYSA Wildcats B00",1,"Keizer Villareal B00",8,"PML Red","home","away","Unk"
2012-09-09,"Sting SC Manchester B00",9,"Idaho Thunder B00",0,"Pend Oreille Cup","neutral","neutral","Grass"
2012-09-09,"KSYSA Warriors Fogal 2001B",1,"Sandpoint Strikers B00",0,"Pend Oreille Cup","neutral","neutral","Grass"
2012-09-09,"Missoula Strikers B00",2,"Sting SC Ajax B00",0,"Pend Oreille Cup","neutral","neutral","Grass"
2012-09-09,"Breakers Owen B00",3,"Nelson United Selects 2001B",1,"Pend Oreille Cup","neutral","neutral","Grass"
2012-09-09,"KSYSA Warriors Fogal 2001B",3,"Sting SC Manchester B00",2,"Pend Oreille Cup","neutral","neutral","Grass"
2012-09-15,"Coastal FC 2000B",2,"Magnuson Ford Mariners FC 2000B",1,"BCSPL","home","away","Unk"
2012-09-15,"Coquitlam Metro Ford Millennium 2000B",0,"Mountain United 2000B",1,"BCSPL","home","away","Unk"
2012-09-15,"Fusion FC 2000B",8,"Thompson Okanagan FC 2000B",1,"BCSPL","home","away","Unk"
2012-09-15,"Vancouver Island Wave 2000B",2,"Surrey United 2000B",0,"BCSPL","home","away","Unk"
2012-09-15,"FC Portland Navy B00",5,"Vancouver Timbers Red B00",3,"OPL NPL","home","away","Unk"
2012-09-15,"Westside Timbers Copa B00",2,"WAFC Real Madrid B00",2,"OPL NPL","home","away","Unk"
2012-09-15,"NEU Rangers B00",2,"Westside Timbers Samba B00",5,"OPL 1st Div","home","away","Grass"
2012-09-15,"WSA Rangers B00",1,"PCU Red B00",2,"OPL 1st Div","home","away","Unk"
2012-09-15,"Corvallis United Reign B00",1,"Oregon Rush Nike B00",2,"OPL 1st Div","home","away","Unk"
2012-09-15,"Lake Oswego SC Cyclones B00",3,"WAFC Barca B00",1,"OPL 1st Div","home","away","Unk"
2012-09-15,"Columbia River Utd Man U B00",4,"United SA Panthers B00",4,"OPL 1st Div","home","away","Unk"
2012-09-15,"HSC Lokomotiv B00",0,"Westside Timbers Copa TS B00",1,"OPL 2nd Div","home","away","Unk"
2012-09-15,"Westside Timbers Mundial B00",3,"FC Salmon Creek Juventus B00",2,"OPL 2nd Div","home","away","Unk"
2012-09-15,"WUSC Boca Jrs. B00",4,"Aloha United Rangers B00",0,"OPL 2nd Div","home","away","Unk"
2012-09-15,"FC West Halcones B00",4,"CFC United B00",3,"OPL 2nd Div","home","away","Unk"
2012-09-15,"BSC Portland White B00",0,"RPSC Halcones B00",4,"OPL 3rd Div","home","away","Turf"
2012-09-15,"WAFC Aztecas B00",10,"NEU Napoli B00",0,"OPL 3rd Div","home","away","Grass"
2012-09-15,"FC Portland White B00",6,"EMFC Rovers White B00",3,"OPL 3rd Div","home","away","Unk"
2012-09-15,"PCU White B00",1,"Oregon City Legacy B00",1,"OPL 4th Div","home","away","Unk"
2012-09-15,"OSA Lightning B00",4,"FC West Vikings B00",2,"OPL 4th Div","home","away","Unk"
2012-09-15,"CUSC Thunder B00",0,"Pacific FC Orange B00",3,"OPL 4th Div","home","away","Unk"
2012-09-15,"WS Tecos B00",3,"Storm King B00",8,"D3 Gold","home","away","Unk"
2012-09-15,"SCORE Eagles Red B00",2,"Nortac Cosmos B00",5,"D3 Gold","home","away","Unk"
2012-09-15,"Nortac Colibri B00",9,"UPSC Eagles B00",0,"D3 Gold","home","away","Unk"
2012-09-15,"TC United B00",2,"Kent United White B00",0,"D3 S1","home","away","Unk"
2012-09-15,"WS Panthers B00",4,"SK Eagles White B00",4,"D3 S1","home","away","Unk"
2012-09-15,"Sparta Red B00",7,"FWFC Sharks B00",2,"D3 S1","home","away","Unk"
2012-09-15,"TUSK Vipers B00",5,"Tacoma United Milan B00",0,"D3 S1","home","away","Unk"
2012-09-15,"FME Xtreme B00",5,"UPSC Lightning B00",0,"D3 S2","home","away","Unk"
2012-09-15,"PSC Wolverines B00",3,"FWFC Kempton B00",1,"D3 S2","home","away","Unk"
2012-09-15,"Impact FC Black B00",0,"Sparta White B00",0,"D3 S2","home","away","Unk"
2012-09-15,"WH Team Grantham B00",2,"FC Kent Black B00",0,"D3 S3","home","away","Unk"
2012-09-15,"FWFC Thunder B00",0,"FWFC Houston B00",0,"D3 S3","home","away","Unk"
2012-09-15,"SCORE Eagles White B00",0,"BIFC White B00",5,"D3 S3","home","away","Unk"
2012-09-15,"FC Spokane Sauther B00",1,"SSC Shadow Elite Windham B00",5,"D6 Adidas","home","away","Unk"
2012-09-15,"Sabers Lawton B00",2,"Breakers Derby B00",3,"D6 Adidas","home","away","Unk"
2012-09-15,"Moscow United B00",6,"SSC Shadow United Rojas B00",1,"D6 Adidas","home","away","Unk"
2012-09-15,"Sting SC Ajax B00",1,"Cheney Storm Hemenway B00",1,"D6 Reebok","home","away","Unk"
2012-09-15,"Columbia Basin YS Crushers B00",1,"Sabers Rau B00",6,"D6 Reebok","home","away","Unk"
2012-09-15,"SVFC United Crump B00",4,"Pullman Pumas Konkel B00",4,"D6 Reebok","home","away","Unk"
2012-09-15,"FC Spokane Dinaro B00",0,"Sandpoint Strikers B00",0,"D6 Umbro","home","away","Unk"
2012-09-15,"3 Rivers Killoy B00",1,"Breakers Owen B00",5,"D6 Umbro","home","away","Unk"
2012-09-15,"Desna SC B00",0,"Pumas (Mossyrock) B00",4,"PSPL Classic","home","away","Turf"
2012-09-15,"RSA Elite Diamondbacks B00",3,"San Carlos Chivas B00",2,"PSPL Classic","home","away","Unk"
2012-09-15,"KVJSA Ellensburg FC B00",1,"NK Ballistic B00",1,"PSPL Classic","home","away","Grass"
2012-09-15,"Fuerza FC Academy B00",1,"Islander FC B00",2,"PSPL Copa","home","away","Grass"
2012-09-15,"Normandy Park FC Blue B00",7,"MRFC Blue B00",0,"PSPL Copa","home","away","Grass"
2012-09-15,"ISC Gunners C B00",8,"Silver FC B00",0,"PSPL Copa","home","away","Grass"
2012-09-15,"Sting SC Manchester B00",9,"Spokane Pumas Black B00",1,"PSPL In-Copa","home","away","Unk"
2012-09-15,"Spokane Scotties Manthei B00",2,"CB United B00",3,"PSPL In-Copa","home","away","Grass"
2012-09-15,"ASE Stephanson B00",1,"XiFA 2019 B00",2,"PSPL In-Copa","home","away","Grass"
2012-09-15,"Central WA SA Navy B00",4,"Cascade FC Green B00",0,"PSPL WSPL","home","away","Unk"
2012-09-15,"FC Alliance A B00",6,"Crossfire Premier A B01",0,"RCL D1","home","away","Turf"
2012-09-15,"Crossfire Premier B B00",1,"Seattle United Copa B00",1,"RCL D1","home","away","Turf"
2012-09-15,"Snohomish United Black B00",2,"Seattle United Tango B00",4,"RCL D2","home","away","Grass"
2012-09-15,"PacNW Maroon B00",2,"Eastside FC White B00",2,"RCL D2","home","away","Turf"
2012-09-15,"Highline Premier Blue B00",2,"NWN Red B00",2,"RCL D2","home","away","Turf"
2012-09-15,"Westsound FC Red B00",0,"WPFC White B00",2,"RCL D2","home","away","Turf"
2012-09-15,"FWFC Blue B00",1,"PacNW Blue B00",3,"RCL D3","home","away","Turf"
2012-09-15,"Seattle United Samba B00",2,"Eastside FC Blue B00",0,"RCL D3","home","away","Turf"
2012-09-15,"FC Alliance B B00",6,"Harbor Premier Select B00",1,"RCL D3","home","away","Turf"
2012-09-15,"Sun City Strikers Red B00",0,"3 Rivers Black B00",5,"RCL D3","home","away","Grass"
2012-09-15,"Whatcom Rangers Gold B00",6,"Crossfire Premier C B00",0,"RCL D3","home","away","Grass"
2012-09-15,"SSC Shadow B B00",3,"WA Rush Swoosh B00",1,"RCL D4","home","away","Grass"
2012-09-15,"Slammers Orange B00",4,"Crossfire Premier D B00",0,"RCL D4","home","away","Turf"
2012-09-15,"FC Alliance C B00",1,"WPFC Navy B00",3,"RCL D4","home","away","Turf"
2012-09-15,"BIFC Blue B00",0,"Kent United Green B00",2,"NPSL D1","home","away","Unk"
2012-09-15,"BYSC Select Cochran B00",2,"WPFC Fury Black B00",2,"NPSL D1","home","away","Unk"
2012-09-15,"Crossfire Select Merrick B00",1,"Seattle United S Blue B00",1,"NPSL D1","home","away","Unk"
